govDistrict,admDistrict,districtType,town,plz,retailer
Oberbayern,München,Stadt,München,80801,Rewe
Oberbayern,München,Stadt,München,80802,Rewe
Oberbayern,München,Stadt,München,80803,Rewe
Oberbayern,München,Stadt,München,80807,Rewe
Oberbayern,München,Stadt,München,80939,Rewe
Oberbayern,München,Stadt,München,80993,Rewe
Oberbayern,München,Stadt,München,81241,Rewe
Oberbayern,München,Stadt,München,81245,Rewe
Oberbayern,München,Stadt,München,81369,Rewe
Oberbayern,München,Stadt,München,81373,Rewe
Oberbayern,München,Stadt,München,81373,Rewe
Oberbayern,München,Stadt,München,81476,Rewe
Oberbayern,München,Stadt,München,81477,Rewe
Oberbayern,München,Stadt,München,81539,Rewe
Oberbayern,München,Stadt,München,81543,Rewe
Oberbayern,München,Stadt,München,81545,Rewe
Oberbayern,München,Stadt,München,81673,Rewe
Oberbayern,München,Stadt,München,81673,Rewe
Oberbayern,München,Stadt,München,81673,Rewe
Oberbayern,München,Stadt,München,81679,Rewe
Oberbayern,München,Stadt,München,81735,Rewe
Oberbayern,München,Stadt,München,81827,Rewe
Oberbayern,München,Stadt,München,81929,Rewe
Oberbayern,München,Stadt,München,80538,Utz
Oberbayern,München,Stadt,München,80796,Utz
Oberbayern,München,Stadt,München,80995,Utz
Oberbayern,München,Stadt,München,80469,Veganz
Oberbayern,München,Stadt,München,80336,Keine
Oberbayern,München,Stadt,München,80807,Keine
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Aldi
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Aldi
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Aldi
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Aldi
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Basic
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Dennree
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Edeka
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Edeka
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Edeka
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Edeka
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Edeka
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Kaiser's Tengelmann
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Kaiser's Tengelmann
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Karstadt Feinkost
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Kaufland
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Lidl
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Lidl
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Lidl
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Mix Markt
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Netto
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Netto
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Netto
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Netto
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Norma
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Norma
Oberbayern,Rosenheim,Stadt,Rosenheim,83022,Norma
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Penny
Oberbayern,Rosenheim,Stadt,Rosenheim,83026,Real
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Rewe
Oberbayern,Rosenheim,Stadt,Rosenheim,83024,Rewe
Oberbayern,Altötting,Landkreis,Altötting,84503,Aldi
Oberbayern,Altötting,Landkreis,Altötting,84503,Edeka
Oberbayern,Altötting,Landkreis,Altötting,84503,Edeka
Oberbayern,Altötting,Landkreis,Altötting,84503,Lidl
Oberbayern,Altötting,Landkreis,Altötting,84503,Netto
Oberbayern,Altötting,Landkreis,Altötting,84503,Norma
Oberbayern,Altötting,Landkreis,Altötting,84503,Penny
Oberbayern,Altötting,Landkreis,Altötting,84503,Rewe
Oberbayern,Altötting,Landkreis,Burghausen,84489,Aldi
Oberbayern,Altötting,Landkreis,Burghausen,84489,Edeka
Oberbayern,Altötting,Landkreis,Burghausen,84489,Edeka
Oberbayern,Altötting,Landkreis,Burghausen,84489,Edeka
Oberbayern,Altötting,Landkreis,Burghausen,84489,Edeka
Oberbayern,Altötting,Landkreis,Burghausen,84489,Kaufland
Oberbayern,Altötting,Landkreis,Burghausen,84489,Lidl
Oberbayern,Altötting,Landkreis,Burghausen,84489,Netto
Oberbayern,Altötting,Landkreis,Burghausen,84489,Norma
Oberbayern,Altötting,Landkreis,Burgkirchen,84508,Edeka
Oberbayern,Altötting,Landkreis,Burgkirchen,84508,Edeka
Oberbayern,Altötting,Landkreis,Burgkirchen,84508,Netto
Oberbayern,Altötting,Landkreis,Burgkirchen,84508,Penny
Oberbayern,Altötting,Landkreis,Emmerting,84547,Edeka
Oberbayern,Altötting,Landkreis,Emmerting,84547,Penny
Oberbayern,Altötting,Landkreis,Erlbach,84567,Edeka
Oberbayern,Altötting,Landkreis,Feichten,84550,Edeka
Oberbayern,Altötting,Landkreis,Garching,84518,Aldi
Oberbayern,Altötting,Landkreis,Garching,84518,Edeka
Oberbayern,Altötting,Landkreis,Garching,84518,Edeka
Oberbayern,Altötting,Landkreis,Garching,84518,Lidl
Oberbayern,Altötting,Landkreis,Garching,84518,Netto
Oberbayern,Altötting,Landkreis,Garching,84518,Penny
Oberbayern,Altötting,Landkreis,Haiming,84533,Edeka
Oberbayern,Altötting,Landkreis,Kastl,84556,Edeka
Oberbayern,Altötting,Landkreis,Kirchweidach,84558,Edeka
Oberbayern,Altötting,Landkreis,Kirchweidach,84558,Edeka
Oberbayern,Altötting,Landkreis,Marktl,84533,Edeka
Oberbayern,Altötting,Landkreis,Marktl,84533,Netto
Oberbayern,Altötting,Landkreis,Marktl,84533,Penny
Oberbayern,Altötting,Landkreis,Neuötting,84524,Keine
Oberbayern,Altötting,Landkreis,Neuötting,84524,Aldi
Oberbayern,Altötting,Landkreis,Neuötting,84524,Edeka
Oberbayern,Altötting,Landkreis,Neuötting,84524,Edeka
Oberbayern,Altötting,Landkreis,Neuötting,84524,Kaufland
Oberbayern,Altötting,Landkreis,Neuötting,84524,Lidl
Oberbayern,Altötting,Landkreis,Neuötting,84524,Netto
Oberbayern,Altötting,Landkreis,Neuötting,84524,Norma
Oberbayern,Altötting,Landkreis,Neuötting,84524,Penny
Oberbayern,Altötting,Landkreis,Neuötting,84524,Rewe
Oberbayern,Altötting,Landkreis,Perach,84567,Edeka
Oberbayern,Altötting,Landkreis,Pleiskirchen,84568,Edeka
Oberbayern,Altötting,Landkreis,Reischach,84571,Edeka
Oberbayern,Altötting,Landkreis,Stammham,84533,Rau
Oberbayern,Altötting,Landkreis,Töging,84513,Edeka
Oberbayern,Altötting,Landkreis,Töging,84513,Netto
Oberbayern,Altötting,Landkreis,Töging,84513,Norma
Oberbayern,Altötting,Landkreis,Töging,84513,Penny
Oberbayern,Altötting,Landkreis,Töging,84513,Rewe
Oberbayern,Altötting,Landkreis,Tüßling,84577,Edeka
Oberbayern,Altötting,Landkreis,Unterneukirchen,84579,Edeka
Oberbayern,Altötting,Landkreis,Winhöring,84543,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Ainring,83404,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Ainring,83404,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Ainring,83404,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Anger,83454,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Anger,83454,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Anger,83454,Netto
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Kaiser's Tengelmann
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Kaiser's Tengelmann
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Norma
Oberbayern,Berchtesgadener Land,Landkreis,Bad Reichenhall,83435,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Bayerisch Gmain,83457,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Keine
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Kaiser's Tengelmann
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Kaiser's Tengelmann
Oberbayern,Berchtesgadener Land,Landkreis,Berchtesgaden,83471,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Bischofswiesen,83483,Keine
Oberbayern,Berchtesgadener Land,Landkreis,Bischofswiesen,83483,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Bischofswiesen,83483,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bischofswiesen,83483,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Bischofswiesen,83483,Rewe
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Globus
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Kaufland
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Lidl
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Norma
Oberbayern,Berchtesgadener Land,Landkreis,Freilassing,83395,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Laufen,83410,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Laufen,83410,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Laufen,83410,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Laufen,83410,Norma
Oberbayern,Berchtesgadener Land,Landkreis,Laufen,83410,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Piding,83451,Aldi
Oberbayern,Berchtesgadener Land,Landkreis,Piding,83451,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Piding,83451,Penny
Oberbayern,Berchtesgadener Land,Landkreis,Piding,83451,Rewe
Oberbayern,Berchtesgadener Land,Landkreis,Ramsau,83486,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Saaldorf-Surheim,83416,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Saaldorf-Surheim,83416,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Schönau,83471,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Schönau,83471,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Schönau,83471,Lidl
Oberbayern,Berchtesgadener Land,Landkreis,Schönau,83471,Rewe
Oberbayern,Berchtesgadener Land,Landkreis,Neukirchen a.Teisenberg,83364,Keine
Oberbayern,Berchtesgadener Land,Landkreis,Teisendorf,83317,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Teisendorf,83317,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Teisendorf,83317,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Teisendorf,83317,Edeka
Oberbayern,Berchtesgadener Land,Landkreis,Teisendorf,83317,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Keine
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Aldi
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Dennree
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Kaiser's Tengelmann
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Kaiser's Tengelmann
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Kaufland
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Lidl
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Netto
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Norma
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Bad Tölz,83646,Rewe
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Benediktbeuern,83671,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Dietramszell,83623,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Dietramszell,83623,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Egling,82544,Keine
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Egling,82544,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Egling,82544,Netto
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Eurasburg,82547,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Gaißach,83674,Aldi
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Gaißach,83674,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Gaißach,83674,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Keine
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Aldi
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Dennree
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Kaufland
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Lidl
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Netto
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Netto
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Rau
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Geretsried,82538,Rewe
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Greiling,83677,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Jachenau,83676,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Kochel,82431,Aldi
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Kochel,82431,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Kochel,82431,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Urfeld,82432,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Walchensee,82432,Keine
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Königsdorf,82549,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Lenggries,83661,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Lenggries,83661,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Lenggries,83661,Kaiser's Tengelmann
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Lenggries,83661,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Münsing,82541,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Sachsenkam,83679,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Schlehdorf,82444,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wackersberg,83646,Penny
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Aldi
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Dennree
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Edeka
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Kaiser's Tengelmann
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Kaiser's Tengelmann
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Lidl
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Netto
Oberbayern,Bad Tölz-Wolfratshausen,Landkreis,Wolfratshausen,82515,Rewe
Oberbayern,Dachau,Landkreis,Altomünster,85250,Edeka
Oberbayern,Dachau,Landkreis,Altomünster,85250,Lidl
Oberbayern,Dachau,Landkreis,Altomünster,85250,Penny
Oberbayern,Dachau,Landkreis,Bergkirchen,85232,Aldi
Oberbayern,Dachau,Landkreis,Bergkirchen,85232,Edeka
Oberbayern,Dachau,Landkreis,Bergkirchen,85232,Netto
Oberbayern,Dachau,Landkreis,Bergkirchen,85232,Rewe
Oberbayern,Dachau,Landkreis,Bergkirchen,85232,Utz
Oberbayern,Dachau,Landkreis,Dachau,85221,AEZ
Oberbayern,Dachau,Landkreis,Dachau,85221,Aldi
Oberbayern,Dachau,Landkreis,Dachau,85221,Aldi
Oberbayern,Dachau,Landkreis,Dachau,85221,Dennree
Oberbayern,Dachau,Landkreis,Dachau,85221,Dennree
Oberbayern,Dachau,Landkreis,Dachau,85221,Kaiser's Tengelmann
Oberbayern,Dachau,Landkreis,Dachau,85221,Kaiser's Tengelmann
Oberbayern,Dachau,Landkreis,Dachau,85221,Kaufland
Oberbayern,Dachau,Landkreis,Dachau,85221,Lidl
Oberbayern,Dachau,Landkreis,Dachau,85221,Lidl
Oberbayern,Dachau,Landkreis,Dachau,85221,Lidl
Oberbayern,Dachau,Landkreis,Dachau,85221,Netto
Oberbayern,Dachau,Landkreis,Dachau,85221,Netto
Oberbayern,Dachau,Landkreis,Dachau,85221,Norma
Oberbayern,Dachau,Landkreis,Dachau,85221,Penny
Oberbayern,Dachau,Landkreis,Dachau,85221,Rewe
Oberbayern,Dachau,Landkreis,Dachau,85221,Rewe
Oberbayern,Dachau,Landkreis,Dachau,85221,Rewe
Oberbayern,Dachau,Landkreis,Dachau,85221,Rewe
Oberbayern,Dachau,Landkreis,Erdweg,85253,Edeka
Oberbayern,Dachau,Landkreis,Haimhausen,85778,Rewe
Oberbayern,Dachau,Landkreis,Hebertshausen,85241,Edeka
Oberbayern,Dachau,Landkreis,Karlsfeld,85757,Lidl
Oberbayern,Dachau,Landkreis,Karlsfeld,85757,Norma
Oberbayern,Dachau,Landkreis,Karlsfeld,85757,Penny
Oberbayern,Dachau,Landkreis,Karlsfeld,85757,Rewe
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Aldi
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Edeka
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Lidl
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Netto
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Penny
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Rewe
Oberbayern,Dachau,Landkreis,Markt Indersdorf,85229,Rewe
Oberbayern,Dachau,Landkreis,Odelzhausen,85235,Edeka
Oberbayern,Dachau,Landkreis,Odelzhausen,85235,Lidl
Oberbayern,Dachau,Landkreis,Odelzhausen,85235,Rewe
Oberbayern,Dachau,Landkreis,Petershausen,85238,Aldi
Oberbayern,Dachau,Landkreis,Petershausen,85238,Edeka
Oberbayern,Dachau,Landkreis,Petershausen,85238,Gulden & Schmidt
Oberbayern,Dachau,Landkreis,Petershausen,85238,Norma
Oberbayern,Dachau,Landkreis,Röhrmoos,85244,Edeka
Oberbayern,Dachau,Landkreis,Röhrmoos,85244,Rewe
Oberbayern,Dachau,Landkreis,Röhrmoos,85244,Rewe
Oberbayern,Dachau,Landkreis,Schwabhausen,85247,Netto
Oberbayern,Dachau,Landkreis,Schwabhausen,85247,Penny
Oberbayern,Dachau,Landkreis,Wiedenzhausen,85259,Rewe
Oberbayern,Dachau,Landkreis,Hilgertshausen-Tandern,86567,Edeka
Oberbayern,Dachau,Landkreis,Hilgertshausen-Tandern,86567,Rewe
Oberbayern,Dachau,Landkreis,Vierkirchen,85256,Edeka
Oberbayern,Dachau,Landkreis,Vierkirchen,85256,Edeka
Oberbayern,Dachau,Landkreis,Vierkirchen,85256,Rewe
Oberbayern,Dachau,Landkreis,Vierkirchen,85256,Utz
Oberbayern,Dachau,Landkreis,Weichs,85258,Netto
Oberbayern,Ebersberg,Landkreis,Anzing,85646,Edeka
Oberbayern,Ebersberg,Landkreis,Anzing,85646,Lidl
Oberbayern,Ebersberg,Landkreis,Aßling,85617,Netto
Oberbayern,Ebersberg,Landkreis,Aßling,85617,Rewe
Oberbayern,Ebersberg,Landkreis,Baiern,85625,Edeka
Oberbayern,Ebersberg,Landkreis,Ebersberg,85560,Aldi
Oberbayern,Ebersberg,Landkreis,Ebersberg,85560,Dennree
Oberbayern,Ebersberg,Landkreis,Ebersberg,85560,Edeka
Oberbayern,Ebersberg,Landkreis,Ebersberg,85560,Lidl
Oberbayern,Ebersberg,Landkreis,Ebersberg,85560,Rewe
Oberbayern,Ebersberg,Landkreis,Egmating,85658,Keine
Oberbayern,Ebersberg,Landkreis,Forstinning,85661,Edeka
Oberbayern,Ebersberg,Landkreis,Tegernau,83565,Rewe
