govDistrict,admDistrict,districtType,town,population,supermarket,store
Schwaben,Aichach-Friedberg,Landkreis,Pöttmes,6317,4,5
Schwaben,Aichach-Friedberg,Landkreis,Rehling,2446,0,2
Schwaben,Aichach-Friedberg,Landkreis,Ried,2971,0,4
Schwaben,Aichach-Friedberg,Landkreis,Schiltberg,1884,0,3
Schwaben,Aichach-Friedberg,Landkreis,Schmiechen,1192,1,0
Schwaben,Aichach-Friedberg,Landkreis,Sielenbach,1574,0,2
Schwaben,Aichach-Friedberg,Landkreis,Steindorf,892,0,3
Schwaben,Aichach-Friedberg,Landkreis,Todtenweis,1372,0,0
Schwaben,Augsburg,Landkreis,Adelsried,2265,1,4
Schwaben,Augsburg,Landkreis,Allmannshofen,833,0,0
Schwaben,Augsburg,Landkreis,Altenmünster,3727,3,7
Schwaben,Augsburg,Landkreis,Aystetten,2983,1,1
Schwaben,Augsburg,Landkreis,Biberbach,3425,1,1
Schwaben,Augsburg,Landkreis,Bobingen,16544,9,5
Schwaben,Augsburg,Landkreis,Bonstetten,1250,0,1
Schwaben,Augsburg,Landkreis,Diedorf,9869,4,5
Schwaben,Augsburg,Landkreis,Dinkelscherben,6447,3,4
Schwaben,Augsburg,Landkreis,Ehingen,1950,0,0
Schwaben,Augsburg,Landkreis,Ellgau,1028,0,1
Schwaben,Augsburg,Landkreis,Emersacker,1373,1,0
Schwaben,Augsburg,Landkreis,Fischach,4646,3,7
Schwaben,Augsburg,Landkreis,Gablingen,4717,1,4
Schwaben,Augsburg,Landkreis,Gersthofen,21189,7,12
Schwaben,Augsburg,Landkreis,Gessertshausen,4200,2,3
Schwaben,Augsburg,Landkreis,Graben,3612,1,2
Schwaben,Augsburg,Landkreis,Großaitingen,4860,3,3
Schwaben,Augsburg,Landkreis,Heretsried,978,0,0
Schwaben,Augsburg,Landkreis,Hiltenfingen,1465,1,0
Schwaben,Augsburg,Landkreis,Horgau,2573,2,0
Schwaben,Augsburg,Landkreis,Kleinaitingen,1255,1,0
Schwaben,Augsburg,Landkreis,Klosterlechfeld,2696,0,1
Schwaben,Augsburg,Landkreis,Königsbrunn,27378,12,7
Schwaben,Augsburg,Landkreis,Kühlenthal,817,0,0
Schwaben,Augsburg,Landkreis,Kutzenhausen,2482,0,0
Schwaben,Augsburg,Landkreis,Langenneufnach,1652,1,2
Schwaben,Augsburg,Landkreis,Langerringen,3712,2,3
Schwaben,Augsburg,Landkreis,Langweid a. Lech,7476,3,1
Schwaben,Augsburg,Landkreis,Meitingen,11053,7,7
Schwaben,Augsburg,Landkreis,Mickhausen,1386,0,2
Schwaben,Augsburg,Landkreis,Mittelneufnach,1054,1,1
Schwaben,Augsburg,Landkreis,Neusäß,21451,7,6
Schwaben,Augsburg,Landkreis,Nordendorf,2268,2,2
Schwaben,Augsburg,Landkreis,Oberottmarshausen,1662,0,0
Schwaben,Augsburg,Landkreis,Scherstetten,1000,0,0
Schwaben,Augsburg,Landkreis,Schwabmünchen,13543,8,8
Schwaben,Augsburg,Landkreis,Stadtbergen,14836,11,4
Schwaben,Augsburg,Landkreis,Thierhaupten,3812,2,1
Schwaben,Augsburg,Landkreis,Untermeitingen,6581,5,1
Schwaben,Augsburg,Landkreis,Ustersbach,1113,0,1
Schwaben,Augsburg,Landkreis,Walkertshofen,1146,0,0
Schwaben,Augsburg,Landkreis,Wehringen,2953,0,2
Schwaben,Augsburg,Landkreis,Welden,3584,2,3
Schwaben,Augsburg,Landkreis,Westendorf,1540,1,2
Schwaben,Augsburg,Landkreis,Zusmarshausen,6136,4,8
Schwaben,Augsburg,Stadt,Augsburg,270068,97,49
Schwaben,Dillingen an der Donau,Landkreis,Aislingen,1342,0,3
Schwaben,Dillingen an der Donau,Landkreis,Bachhagel,2226,1,1
Schwaben,Dillingen an der Donau,Landkreis,Bächingen a. d. Brenz,1292,1,1
Schwaben,Dillingen an der Donau,Landkreis,Binswangen,1346,0,1
Schwaben,Dillingen an der Donau,Landkreis,Bissingen,3518,1,3
Schwaben,Dillingen an der Donau,Landkreis,Blindheim,1693,0,0
Schwaben,Dillingen an der Donau,Landkreis,Buttenwiesen,5730,2,5
Schwaben,Dillingen an der Donau,Landkreis,Dillingen a. d. Donau,18474,7,11
Schwaben,Dillingen an der Donau,Landkreis,Finningen,1641,1,1
Schwaben,Dillingen an der Donau,Landkreis,Glött,1069,0,2
Schwaben,Dillingen an der Donau,Landkreis,Gundelfingen a. d. Donau,7705,3,6
Schwaben,Dillingen an der Donau,Landkreis,Haunsheim,1549,0,0
Schwaben,Dillingen an der Donau,Landkreis,Höchstädt a. d. Donau,6480,5,7
Schwaben,Dillingen an der Donau,Landkreis,Holzheim,3683,2,3
Schwaben,Dillingen an der Donau,Landkreis,Laugna,1538,0,0
Schwaben,Dillingen an der Donau,Landkreis,Lauingen (Donau),10637,7,4
Schwaben,Dillingen an der Donau,Landkreis,Lutzingen,980,1,0
Schwaben,Dillingen an der Donau,Landkreis,Medlingen,1001,0,0
Schwaben,Dillingen an der Donau,Landkreis,Mödingen,1326,0,3
Schwaben,Dillingen an der Donau,Landkreis,Schwenningen,1385,0,2
Schwaben,Dillingen an der Donau,Landkreis,Syrgenstein,3539,2,3
Schwaben,Dillingen an der Donau,Landkreis,Villenbach,1214,0,0
Schwaben,Dillingen an der Donau,Landkreis,Wertingen,8801,5,4
Schwaben,Dillingen an der Donau,Landkreis,Wittislingen,2251,2,2
Schwaben,Dillingen an der Donau,Landkreis,Ziertheim,1002,0,0
Schwaben,Dillingen an der Donau,Landkreis,Zöschingen,728,1,0
Schwaben,Dillingen an der Donau,Landkreis,Zusamaltheim,1309,0,1
Schwaben,Donau-Ries,Landkreis,Alerheim,1629,0,2
Schwaben,Donau-Ries,Landkreis,Amerdingen,857,1,0
Schwaben,Donau-Ries,Landkreis,Asbach-Bäumenheim,4409,2,1
Schwaben,Donau-Ries,Landkreis,Auhausen,1028,0,2
Schwaben,Donau-Ries,Landkreis,Brand,1143,0,0
Schwaben,Donau-Ries,Landkreis,Buchdorf,1623,1,2
Schwaben,Donau-Ries,Landkreis,Daiting,796,0,0
Schwaben,Donau-Ries,Landkreis,Deiningen,2036,1,0
Schwaben,Donau-Ries,Landkreis,Donauwörth,18384,9,8
Schwaben,Donau-Ries,Landkreis,Ederheim,1132,0,2
Schwaben,Donau-Ries,Landkreis,Ehingen a. Ries,770,0,0
Schwaben,Donau-Ries,Landkreis,Forheim,567,0,1
Schwaben,Donau-Ries,Landkreis,Fremdingen,2024,1,4
Schwaben,Donau-Ries,Landkreis,Fünfstetten,1341,0,1
Schwaben,Donau-Ries,Landkreis,Genderkingen,1161,1,0
Schwaben,Donau-Ries,Landkreis,Hainsfarth,1430,0,2
Schwaben,Donau-Ries,Landkreis,Harburg (Schwaben),5432,2,7
Schwaben,Donau-Ries,Landkreis,Hohenaltheim,590,0,1
Schwaben,Donau-Ries,Landkreis,Holzheim,3683,0,3
Schwaben,Donau-Ries,Landkreis,Huisheim,1618,0,1
Schwaben,Donau-Ries,Landkreis,Kaisheim,4328,1,3
Schwaben,Donau-Ries,Landkreis,Maihingen,1220,0,1
Schwaben,Donau-Ries,Landkreis,Marktoffingen,1323,0,0
Schwaben,Donau-Ries,Landkreis,Marxheim,2532,1,1
Schwaben,Donau-Ries,Landkreis,Megesheim,845,1,0
Schwaben,Donau-Ries,Landkreis,Mertingen,3871,2,2
Schwaben,Donau-Ries,Landkreis,Mönchsdeggingen,1361,1,1
Schwaben,Donau-Ries,Landkreis,Monheim,4823,4,4
Schwaben,Donau-Ries,Landkreis,Möttingen,2449,2,1
Schwaben,Donau-Ries,Landkreis,Munningen,1740,1,2
Schwaben,Donau-Ries,Landkreis,Münster,1163,0,1
Schwaben,Donau-Ries,Landkreis,Niederschönenfeld,1406,0,2
Schwaben,Donau-Ries,Landkreis,Nördlingen,18977,11,14
Schwaben,Donau-Ries,Landkreis,Oberndorf a. Lech,2424,0,0
Schwaben,Donau-Ries,Landkreis,Oettingen i. Bay.,5044,3,7
Schwaben,Donau-Ries,Landkreis,Otting,780,0,0
Schwaben,Donau-Ries,Landkreis,Rain,2676,8,8
Schwaben,Donau-Ries,Landkreis,Reimlingen,1349,0,0
Schwaben,Donau-Ries,Landkreis,Rögling,634,1,1
Schwaben,Donau-Ries,Landkreis,Tagmersheim,1049,0,2
Schwaben,Donau-Ries,Landkreis,Tapfheim,3979,1,4
Schwaben,Donau-Ries,Landkreis,Wallerstein,3396,2,3
Schwaben,Donau-Ries,Landkreis,Wechingen,1365,0,2
Schwaben,Donau-Ries,Landkreis,Wemding,5699,4,8
Schwaben,Donau-Ries,Landkreis,Wolferstadt,1106,1,1
Schwaben,Günzburg,Landkreis,Aichen,1166,1,1
Schwaben,Günzburg,Landkreis,Aletshausen,1104,0,1
Schwaben,Günzburg,Landkreis,Balzhausen,1182,1,0
Schwaben,Günzburg,Landkreis,Bibertal,4689,2,4
Schwaben,Günzburg,Landkreis,Breitenthal,1217,1,2
Schwaben,Günzburg,Landkreis,Bubesheim,1504,1,1
Schwaben,Günzburg,Landkreis,Burgau,9335,7,6
Schwaben,Günzburg,Landkreis,Burtenbach,3166,1,6
Schwaben,Günzburg,Landkreis,Deisenhausen,1499,1,2
Schwaben,Günzburg,Landkreis,Dürrlauingen,1616,0,1
Schwaben,Günzburg,Landkreis,Ebershausen,608,0,2
Schwaben,Günzburg,Landkreis,Ellzee,1122,1,0
Schwaben,Günzburg,Landkreis,Gundremmingen,1569,0,2
Schwaben,Günzburg,Landkreis,Günzburg,19699,12,7
Schwaben,Günzburg,Landkreis,Haldenwang,1781,0,1
Schwaben,Günzburg,Landkreis,Ichenhausen,8390,5,4
Schwaben,Günzburg,Landkreis,Jettingen-Scheppach,6683,5,9
Schwaben,Günzburg,Landkreis,Kammeltal,3324,3,0
Schwaben,Günzburg,Landkreis,Kötz,3151,0,3
Schwaben,Günzburg,Landkreis,Krumbach (Schwaben),12403,8,13
Schwaben,Günzburg,Landkreis,Landensberg,674,0,0
Schwaben,Günzburg,Landkreis,Leipheim,6725,4,3
Schwaben,Günzburg,Landkreis,Münsterhausen,1949,1,2
Schwaben,Günzburg,Landkreis,Neuburg a. d. Kammel,3145,1,6
Schwaben,Günzburg,Landkreis,Offingen,4127,3,3
Schwaben,Günzburg,Landkreis,Rettenbach,1767,0,1
Schwaben,Günzburg,Landkreis,Röfingen,1067,0,0
Schwaben,Günzburg,Landkreis,Thannhausen,5971,6,9
Schwaben,Günzburg,Landkreis,Ursberg,3209,2,0
Schwaben,Günzburg,Landkreis,Waldstetten,1196,0,1
Schwaben,Günzburg,Landkreis,Waltenhausen,681,0,0
Schwaben,Günzburg,Landkreis,Wiesenbach,977,1,0
Schwaben,Günzburg,Landkreis,Winterbach,804,0,0
Schwaben,Günzburg,Landkreis,Ziemetshausen,2934,1,2
Schwaben,Kaufbeuren,Stadt,Kaufbeuren,42073,21,6
Schwaben,Kempten,Stadt,Kempten (Allgäu),64716,35,20
Schwaben,Lindau (Bodensee),Landkreis,Bodolz,3202,1,0
Schwaben,Lindau (Bodensee),Landkreis,Gestratz,1193,1,0
Schwaben,Lindau (Bodensee),Landkreis,Grünenbach,1405,2,1
Schwaben,Lindau (Bodensee),Landkreis,Heimenkirch,3660,2,2
Schwaben,Lindau (Bodensee),Landkreis,Hergatz,2316,1,1
Schwaben,Lindau (Bodensee),Landkreis,Hergensweiler,1775,0,0
Schwaben,Lindau (Bodensee),Landkreis,Lindau (Bodensee),25025,11,10
Schwaben,Lindau (Bodensee),Landkreis,Lindenberg i. Allgäu,11112,7,5
Schwaben,Lindau (Bodensee),Landkreis,Maierhöfen,1629,0,1
Schwaben,Lindau (Bodensee),Landkreis,Nonnenhorn,1665,1,0
Schwaben,Lindau (Bodensee),Landkreis,Oberreute,1638,0,1
Schwaben,Lindau (Bodensee),Landkreis,Opfenbach,2308,1,2
Schwaben,Lindau (Bodensee),Landkreis,Röthenbach (Allgäu),1717,0,1
Schwaben,Lindau (Bodensee),Landkreis,Scheidegg,4272,2,5
Schwaben,Lindau (Bodensee),Landkreis,Sigmarszell,2832,1,2
Schwaben,Lindau (Bodensee),Landkreis,Stiefenhofen,1789,1,1
Schwaben,Lindau (Bodensee),Landkreis,Wasserburg (Bodensee),3564,1,1
Schwaben,Lindau (Bodensee),Landkreis,Weiler-Simmerberg,6515,3,4
Schwaben,Lindau (Bodensee),Landkreis,Weißensberg,2697,2,0
Schwaben,Memmingen,Stadt,Memmingen,41295,25,21
Schwaben,Neu-Ulm,Landkreis,Altenstadt,3260,2,4
Schwaben,Neu-Ulm,Landkreis,Bellenberg,4570,1,2
Schwaben,Neu-Ulm,Landkreis,Buch,3635,3,3
Schwaben,Neu-Ulm,Landkreis,Elchingen,9137,3,2
Schwaben,Neu-Ulm,Landkreis,Holzheim,3683,0,3
Schwaben,Neu-Ulm,Landkreis,Illertissen,16517,11,6
Schwaben,Neu-Ulm,Landkreis,Kellmünz a. d. Iller,1337,0,1
Schwaben,Neu-Ulm,Landkreis,Nersingen,9201,6,4
Schwaben,Neu-Ulm,Landkreis,Neu-Ulm,54631,16,17
Schwaben,Neu-Ulm,Landkreis,Oberroth,845,0,1
Schwaben,Neu-Ulm,Landkreis,Osterberg,843,0,0
Schwaben,Neu-Ulm,Landkreis,Pfaffenhofen a. d. Roth,6931,3,2
Schwaben,Neu-Ulm,Landkreis,Roggenburg,2734,0,2
Schwaben,Neu-Ulm,Landkreis,Senden,22171,11,6
Schwaben,Neu-Ulm,Landkreis,Unterroth,976,0,0
Schwaben,Neu-Ulm,Landkreis,Vöhringen,13058,6,7
Schwaben,Neu-Ulm,Landkreis,Weißenhorn,13335,6,8
Schwaben,Oberallgäu,Landkreis,Altusried,9949,3,6
Schwaben,Oberallgäu,Landkreis,Bad Hindelang,4850,4,10
Schwaben,Oberallgäu,Landkreis,Balderschwang,275,0,0
Schwaben,Oberallgäu,Landkreis,Betzigau,2781,0,2
Schwaben,Oberallgäu,Landkreis,Blaichach,5615,3,3
Schwaben,Oberallgäu,Landkreis,Bolsterlang,1095,1,0
Schwaben,Oberallgäu,Landkreis,Buchenberg,3980,1,1
Schwaben,Oberallgäu,Landkreis,Burgberg i. Allgäu,3094,1,1
Schwaben,Oberallgäu,Landkreis,Dietmannsried,7872,5,5
Schwaben,Oberallgäu,Landkreis,Durach,6745,2,3
Schwaben,Oberallgäu,Landkreis,Fischen i. Allgäu,3050,3,2
Schwaben,Oberallgäu,Landkreis,Haldenwang,1781,2,1
Schwaben,Oberallgäu,Landkreis,Immenstadt i. Allgäu,14006,6,6
Schwaben,Oberallgäu,Landkreis,Lauben,1283,2,1
Schwaben,Oberallgäu,Landkreis,Missen-Wilhams,1452,2,2
Schwaben,Oberallgäu,Landkreis,Obermaiselstein,939,0,1
Schwaben,Oberallgäu,Landkreis,Oberstaufen,7248,4,2
Schwaben,Oberallgäu,Landkreis,Oberstdorf,10005,8,6
Schwaben,Oberallgäu,Landkreis,Ofterschwang,2083,1,2
Schwaben,Oberallgäu,Landkreis,Oy-Mittelberg,4391,3,4
Schwaben,Oberallgäu,Landkreis,Rettenberg,4266,2,3
Schwaben,Oberallgäu,Landkreis,Sonthofen,21624,10,12
Schwaben,Oberallgäu,Landkreis,Sulzberg,4716,1,3
Schwaben,Oberallgäu,Landkreis,Waltenhofen,8906,6,11
Schwaben,Oberallgäu,Landkreis,Weitnau,5180,3,2
Schwaben,Oberallgäu,Landkreis,Wertach,2535,2,4
Schwaben,Oberallgäu,Landkreis,Wiggensbach,4850,2,1
Schwaben,Oberallgäu,Landkreis,Wildpoldsried,2605,1,1
Schwaben,Ostallgäu,Landkreis,Aitrang,2023,0,2
Schwaben,Ostallgäu,Landkreis,Baisweil,1305,0,0
Schwaben,Ostallgäu,Landkreis,Bidingen,1657,0,1
Schwaben,Ostallgäu,Landkreis,Biessenhofen,3941,3,1
Schwaben,Ostallgäu,Landkreis,Buchloe,12227,7,4
Schwaben,Ostallgäu,Landkreis,Eggenthal,1299,1,0
Schwaben,Ostallgäu,Landkreis,Eisenberg,1183,0,1
Schwaben,Ostallgäu,Landkreis,Friesenried,1506,0,0
Schwaben,Ostallgäu,Landkreis,Füssen,14439,15,7
Schwaben,Ostallgäu,Landkreis,Germaringen,3824,1,3
Schwaben,Ostallgäu,Landkreis,Görisried,1305,1,1
Schwaben,Ostallgäu,Landkreis,Günzach,1463,0,3
Schwaben,Ostallgäu,Landkreis,Halblech,3424,1,5
Schwaben,Ostallgäu,Landkreis,Hopferau,1110,0,3
Schwaben,Ostallgäu,Landkreis,Irsee,1423,0,1
Schwaben,Ostallgäu,Landkreis,Jengen,2373,2,1
Schwaben,Ostallgäu,Landkreis,Kaltental,1593,2,1
Schwaben,Ostallgäu,Landkreis,Kraftisried,726,0,0
Schwaben,Ostallgäu,Landkreis,Lamerdingen,1786,0,1
Schwaben,Ostallgäu,Landkreis,Lechbruck am See,2532,3,3
Schwaben,Ostallgäu,Landkreis,Lengenwang,1364,1,2
Schwaben,Ostallgäu,Landkreis,Marktoberdorf,18117,11,7
Schwaben,Ostallgäu,Landkreis,Mauerstetten,2945,0,1
Schwaben,Ostallgäu,Landkreis,Nesselwang,3529,3,5
Schwaben,Ostallgäu,Landkreis,Obergünzburg,6243,5,4
Schwaben,Ostallgäu,Landkreis,Oberostendorf,1310,1,1
Schwaben,Ostallgäu,Landkreis,Osterzell,677,0,1
Schwaben,Ostallgäu,Landkreis,Pforzen,2133,0,1
Schwaben,Ostallgäu,Landkreis,Pfronten,8077,4,6
Schwaben,Ostallgäu,Landkreis,Rettenbach am Auerberg,824,1,1
Schwaben,Ostallgäu,Landkreis,Rieden,2838,0,0
Schwaben,Ostallgäu,Landkreis,Rieden am Forggensee,1291,0,1
Schwaben,Ostallgäu,Landkreis,Ronsberg,1633,1,2
Schwaben,Ostallgäu,Landkreis,Roßhaupten,2155,1,2
Schwaben,Ostallgäu,Landkreis,Rückholz,791,1,3
Schwaben,Ostallgäu,Landkreis,Ruderatshofen,1718,1,0
Schwaben,Ostallgäu,Landkreis,Schwangau,3436,2,2
Schwaben,Ostallgäu,Landkreis,Seeg,2797,2,6
Schwaben,Ostallgäu,Landkreis,Stötten am Auerberg,1833,1,0
Schwaben,Ostallgäu,Landkreis,Stöttwang,1781,0,1
Schwaben,Ostallgäu,Landkreis,Unterthingau,2747,1,2
Schwaben,Ostallgäu,Landkreis,Untrasried,1537,2,3
Schwaben,Ostallgäu,Landkreis,Waal,2196,0,1
Schwaben,Ostallgäu,Landkreis,Wald,2815,1,1
Schwaben,Ostallgäu,Landkreis,Westendorf,1540,1,2
Schwaben,Unterallgäu,Landkreis,Amberg,42385,1,1
Schwaben,Unterallgäu,Landkreis,Apfeltrach,939,0,0
Schwaben,Unterallgäu,Landkreis,Babenhausen,5266,5,6
Schwaben,Unterallgäu,Landkreis,Bad Grönenbach,5297,3,4
Schwaben,Unterallgäu,Landkreis,Bad Wörishofen,14594,10,10
Schwaben,Unterallgäu,Landkreis,Benningen,2035,0,2
Schwaben,Unterallgäu,Landkreis,Böhen,714,0,1
Schwaben,Unterallgäu,Landkreis,Boos,1879,1,1
Schwaben,Unterallgäu,Landkreis,Breitenbrunn,3384,1,2
Schwaben,Unterallgäu,Landkreis,Buxheim,3582,0,1
Schwaben,Unterallgäu,Landkreis,Dirlewang,2073,1,2
Schwaben,Unterallgäu,Landkreis,Egg a. d. Günz,1124,1,0
Schwaben,Unterallgäu,Landkreis,Eppishausen,1751,1,1
Schwaben,Unterallgäu,Landkreis,Erkheim,2898,3,3
Schwaben,Unterallgäu,Landkreis,Ettringen,3304,3,3
Schwaben,Unterallgäu,Landkreis,Fellheim,1140,0,0
Schwaben,Unterallgäu,Landkreis,Hawangen,1302,0,1
Schwaben,Unterallgäu,Landkreis,Heimertingen,1679,1,1
Schwaben,Unterallgäu,Landkreis,Holzgünz,1204,1,0
Schwaben,Unterallgäu,Landkreis,Kammlach,1770,2,1
Schwaben,Unterallgäu,Landkreis,Kettershausen,1749,1,2
Schwaben,Unterallgäu,Landkreis,Kirchhaslach,1285,0,2
Schwaben,Unterallgäu,Landkreis,Kirchheim i. Schw.,2465,1,1
Schwaben,Unterallgäu,Landkreis,Kronburg,1761,0,1
Schwaben,Unterallgäu,Landkreis,Lachen,1445,0,0
Schwaben,Unterallgäu,Landkreis,Lauben,1283,0,1
Schwaben,Unterallgäu,Landkreis,Lautrach,1200,1,1
Schwaben,Unterallgäu,Landkreis,Legau,3140,1,4
Schwaben,Unterallgäu,Landkreis,Markt Rettenbach,3675,2,2
Schwaben,Unterallgäu,Landkreis,Markt Wald,2321,1,1
Schwaben,Unterallgäu,Landkreis,Memmingerberg,2628,0,0
Schwaben,Unterallgäu,Landkreis,Mindelheim,14440,8,9
Schwaben,Unterallgäu,Landkreis,Niederrieden,1357,1,1
Schwaben,Unterallgäu,Landkreis,Oberrieden,1233,0,1
Schwaben,Unterallgäu,Landkreis,Oberschönegg,931,0,1
Schwaben,Unterallgäu,Landkreis,Ottobeuren,7937,3,6
Schwaben,Unterallgäu,Landkreis,Pfaffenhausen,2403,2,1
Schwaben,Unterallgäu,Landkreis,Pleß,830,0,1
Schwaben,Unterallgäu,Landkreis,Rammingen,1439,1,2
Schwaben,Unterallgäu,Landkreis,Salgen,1416,0,0
Schwaben,Unterallgäu,Landkreis,Sontheim,2493,0,3
Schwaben,Unterallgäu,Landkreis,Stetten,1424,1,2
Schwaben,Unterallgäu,Landkreis,Trunkelsberg,1739,1,0
Schwaben,Unterallgäu,Landkreis,Türkheim,6712,3,5
Schwaben,Unterallgäu,Landkreis,Tussenhausen,2942,1,3
Schwaben,Unterallgäu,Landkreis,Ungerhausen,1013,1,0
Schwaben,Unterallgäu,Landkreis,Unteregg,1367,1,1
Schwaben,Unterallgäu,Landkreis,Westerheim,2150,0,2
Schwaben,Unterallgäu,Landkreis,Wiedergeltingen,1374,1,0
Schwaben,Unterallgäu,Landkreis,Winterrieden,883,0,1
Schwaben,Unterallgäu,Landkreis,Wolfertschwenden,1876,1,0
Schwaben,Unterallgäu,Landkreis,Woringen,1896,1,2
Unterfranken,Aschaffenburg,Landkreis,Alzenau,18926,8,18
Unterfranken,Aschaffenburg,Landkreis,Bessenbach,5745,2,3
Unterfranken,Aschaffenburg,Landkreis,Blankenbach,1573,0,2
Unterfranken,Aschaffenburg,Landkreis,Dammbach,1825,1,2
Unterfranken,Aschaffenburg,Landkreis,Geiselbach,2090,1,1
Unterfranken,Aschaffenburg,Landkreis,Glattbach,3231,1,3
Unterfranken,Aschaffenburg,Landkreis,Goldbach,9612,5,9
Unterfranken,Aschaffenburg,Landkreis,Großostheim,16373,9,11
Unterfranken,Aschaffenburg,Landkreis,Haibach,2131,3,4
Unterfranken,Aschaffenburg,Landkreis,Heigenbrücken,2215,1,1
Unterfranken,Aschaffenburg,Landkreis,Heimbuchenthal,2127,0,0
Unterfranken,Aschaffenburg,Landkreis,Heinrichsthal,841,0,2
Unterfranken,Aschaffenburg,Landkreis,Hösbach,13121,5,13
Unterfranken,Aschaffenburg,Landkreis,Johannesberg,3871,0,1
Unterfranken,Aschaffenburg,Landkreis,Kahl a. Main,7319,2,4
Unterfranken,Aschaffenburg,Landkreis,Karlstein a. Main,7949,2,4
Unterfranken,Aschaffenburg,Landkreis,Kleinkahl,1852,0,2
Unterfranken,Aschaffenburg,Landkreis,Kleinostheim,8204,4,3
Unterfranken,Aschaffenburg,Landkreis,Krombach,2121,0,3
Unterfranken,Aschaffenburg,Landkreis,Laufach,5160,2,4
Unterfranken,Aschaffenburg,Landkreis,Mainaschaff,8618,5,5
Unterfranken,Aschaffenburg,Landkreis,Mespelbrunn,2173,1,2
Unterfranken,Aschaffenburg,Landkreis,Mömbris,11916,5,11
Unterfranken,Aschaffenburg,Landkreis,Rothenbuch,1858,1,0
Unterfranken,Aschaffenburg,Landkreis,Sailauf,3621,0,2
Unterfranken,Aschaffenburg,Landkreis,Schöllkrippen,3955,5,6
Unterfranken,Aschaffenburg,Landkreis,Sommerkahl,1149,0,3
Unterfranken,Aschaffenburg,Landkreis,Stockstadt a. Main,7575,6,4
Unterfranken,Aschaffenburg,Landkreis,Waldaschaff,4005,2,1
Unterfranken,Aschaffenburg,Landkreis,Weibersbrunn,1994,0,2
Unterfranken,Aschaffenburg,Landkreis,Westerngrund,1860,0,3
Unterfranken,Aschaffenburg,Landkreis,Wiesen,1035,0,2
Unterfranken,Aschaffenburg,Stadt,Aschaffenburg,68386,27,32
Unterfranken,Bad Kissingen,Landkreis,Aura a. d. Saale,874,0,0
Unterfranken,Bad Kissingen,Landkreis,Bad Bocklet,4463,4,6
Unterfranken,Bad Kissingen,Landkreis,Bad Brückenau,6712,8,3
Unterfranken,Bad Kissingen,Landkreis,Bad Kissingen,21423,11,16
Unterfranken,Bad Kissingen,Landkreis,Burkardroth,7565,2,16
Unterfranken,Bad Kissingen,Landkreis,Elfershausen,2802,0,1
Unterfranken,Bad Kissingen,Landkreis,Euerdorf,1519,2,1
Unterfranken,Bad Kissingen,Landkreis,Fuchsstadt,1876,1,3
Unterfranken,Bad Kissingen,Landkreis,Geroda,895,1,1
Unterfranken,Bad Kissingen,Landkreis,Hammelburg,11386,9,8
Unterfranken,Bad Kissingen,Landkreis,Maßbach,4630,2,6
Unterfranken,Bad Kissingen,Landkreis,Motten,1781,1,2
Unterfranken,Bad Kissingen,Landkreis,Münnerstadt,7487,3,10
Unterfranken,Bad Kissingen,Landkreis,Nüdlingen,4085,1,2
Unterfranken,Bad Kissingen,Landkreis,Oberleichtersbach,2029,0,1
Unterfranken,Bad Kissingen,Landkreis,Oberthulba,5030,3,8
Unterfranken,Bad Kissingen,Landkreis,Oerlenbach,4967,1,7
Unterfranken,Bad Kissingen,Landkreis,Ramsthal,1124,1,2
Unterfranken,Bad Kissingen,Landkreis,Rannungen,1151,0,1
Unterfranken,Bad Kissingen,Landkreis,Riedenberg,969,1,1
Unterfranken,Bad Kissingen,Landkreis,Schondra,1726,0,2
Unterfranken,Bad Kissingen,Landkreis,Sulzthal,884,0,3
Unterfranken,Bad Kissingen,Landkreis,Thundorf i. UFr.,1090,0,0
Unterfranken,Bad Kissingen,Landkreis,Wartmannsroth,2195,2,3
Unterfranken,Bad Kissingen,Landkreis,Wildflecken,3009,2,2
Unterfranken,Bad Kissingen,Landkreis,Zeitlofs,2077,0,3
Unterfranken,Haßberge,Landkreis,Aidhausen,1753,1,4
Unterfranken,Haßberge,Landkreis,Breitbrunn,1028,1,1
Unterfranken,Haßberge,Landkreis,Bundorf,883,0,2
Unterfranken,Haßberge,Landkreis,Burgpreppach,1382,1,0
Unterfranken,Haßberge,Landkreis,Ebelsbach,3797,4,4
Unterfranken,Haßberge,Landkreis,Ebern,7196,6,6
Unterfranken,Haßberge,Landkreis,Eltman,5254,1,3
Unterfranken,Haßberge,Landkreis,Ermershausen,605,1,1
Unterfranken,Haßberge,Landkreis,Gädheim,1251,0,0
Unterfranken,Haßberge,Landkreis,Haßfurt,13440,8,7
Unterfranken,Haßberge,Landkreis,Hofheim i. UFr.,4974,6,7
Unterfranken,Haßberge,Landkreis,Kirchlauter,1365,1,0
Unterfranken,Haßberge,Landkreis,Knetzgau,6345,2,6
Unterfranken,Haßberge,Landkreis,Königsberg i. Bay.,3606,1,3
Unterfranken,Haßberge,Landkreis,Maroldsweisach,3478,3,7
Unterfranken,Haßberge,Landkreis,Oberaurach,4294,1,3
Unterfranken,Haßberge,Landkreis,Pfarrweisach,1534,0,2
Unterfranken,Haßberge,Landkreis,Rauhenebrach,2947,1,2
Unterfranken,Haßberge,Landkreis,Rentweinsdorf,1580,0,2
Unterfranken,Haßberge,Landkreis,Riedbach,1701,0,1
